Algorithm,Set,RMSE,IFT_Actual,IFT_Prediction,Residual,Standarized,Set Overall Results,R,RMSE,
XGB,Testing,0.060914054,2.55,2.303192274,0.246807726,0.129968491,,,,
XGB,Testing,0.023256938,4.131,4.283502255,-0.152502255,-0.115108847,,,,
XGB,Testing,3.110328966,14.82,16.58361248,-1.763612476,-1.103931126,,,,
XGB,Testing,0.0160034,7.9,8.026504547,-0.126504547,-0.0991527,,,,
XGB,Testing,0.435758056,19.2,18.53988027,0.660119729,0.3836396,,,,
XGB,Testing,6.57359E-07,4.8,4.799189223,0.000810777,-0.021012652,,,,
XGB,Testing,3.215469838,5.4,7.19317312,-1.79317312,-1.122074033,,,,
XGB,Testing,0.000291601,7.05,7.032923681,0.017076319,-0.011029642,,,,
XGB,Testing,0.457566076,18.34,17.66356369,0.676436306,0.393653934,,,,
XGB,Testing,0.428854205,18.749,18.09413039,0.654869609,0.380417328,,,,
XGB,Testing,0.295798542,3.06,2.516126355,0.543873645,0.312293322,,,,
XGB,Testing,0.460520433,14.923,15.60161656,-0.678616558,-0.438012605,,,,
XGB,Testing,0.000291601,7.05,7.032923681,0.017076319,-0.011029642,,,,
XGB,Testing,1.019920028,16,17.0099109,-1.009910901,-0.641345203,,,,
XGB,Testing,5.031674292,17,14.75686062,2.243139383,1.355221235,,,,
XGB,Testing,0.02319452,9.3,9.452297472,-0.152297472,-0.114983161,,,,
XGB,Testing,0.04330244,2.547,2.755092384,-0.208092384,-0.149227406,,,,
XGB,Testing,0.051899366,14.067,13.83918568,0.227814323,0.11831125,,,,
XGB,Testing,11.68921495,19.98,16.56105061,3.418949393,2.076877096,,,,
XGB,Testing,0.06302863,10,9.748944967,0.251055033,0.132575285,,,,
XGB,Testing,23.25694031,21.9,17.077455,4.822545004,2.938336847,,,,
XGB,Testing,0.050440502,13.35,13.57458963,-0.22458963,-0.159352625,,,,
XGB,Testing,22.19317309,9.13,4.419036926,4.710963074,2.869853204,,,,
XGB,Testing,33.89276492,13.246,7.424250699,5.821749301,3.551600581,,,,
XGB,Testing,1.314966776,4.63,3.483279992,1.146720008,0.682291542,,,,
XGB,Testing,0.000268643,20,20.01639034,-0.016390337,-0.031569872,,,,
XGB,Testing,8.72283763,11.55,14.50344504,-2.953445044,-1.834193362,,,,
XGB,Testing,0.40374556,11.27,10.63459024,0.635409758,0.368473804,,,,
XGB,Val,0.000291601,7.05,7.032923681,0.017076319,-0.011029642,,,,
XGB,Val,0.000195809,30,29.98600682,0.013993179,-0.012921925,,,,
XGB,Val,1.287118621,16.042,17.1765125,-1.134512504,-0.717819698,,,,
XGB,Val,0.009946776,6.2,6.299733525,-0.099733525,-0.082721929,,,,
XGB,Val,0.001129799,16.55,16.58361248,-0.033612476,-0.042139996,,,,
XGB,Val,11.61404115,11.17,14.57793796,-3.407937962,-2.113139344,,,,
XGB,Val,0.828265159,12.906,11.99590926,0.910090742,0.537059834,,,,
XGB,Val,6.57359E-07,4.8,4.799189223,0.000810777,-0.021012652,,,,
XGB,Val,0.053045336,4.249,4.018684269,0.230315731,0.119846495,,,,
XGB,Val,0.177889427,2.56,2.981769401,-0.421769401,-0.280372123,,,,
XGB,Val,0.038034589,1.23,1.425024585,-0.195024585,-0.141207017,,,,
XGB,Val,75.04709542,17.5,26.16297267,-8.662972667,-5.33842792,,,,
XGB,Val,5.973535376,8.923,6.478918296,2.444081704,1.478550006,,,,
XGB,Val,4.397030665,28.438,26.34109021,2.09690979,1.265472515,,,,
XGB,Val,2.15343517,8.127,9.594458746,-1.467458746,-0.922166153,,,,
XGB,Val,62.79359492,36.416,28.49175903,7.924240968,4.842009253,,,,
XGB,Val,0.004006247,3.4,3.463294923,-0.063294923,-0.06035766,,,,
XGB,Val,0.003335998,9.533,9.475241902,0.057758098,0.013938885,,,,
XGB,Val,0.601731255,11.5,10.72428662,0.775713385,0.454585449,,,,
XGB,Val,5.583521562,4.4,6.762947643,-2.362947643,-1.471774342,,,,
XGB,Val,1.314966776,4.63,3.483279992,1.146720008,0.682291542,,,,
XGB,Val,0.011078205,2.75,2.644746946,0.105253054,0.043089014,,,,
XGB,Val,0.117106811,2.43,2.772208724,-0.342208724,-0.231541591,,,,
XGB,Val,2.17674544,8.756,7.280620239,1.475379761,0.884007156,,,,
XGB,Val,6.517509964,16.291,18.84394143,-2.552941434,-1.58838343,,,,
XGB,Val,3.294888439,3.925,5.740182756,-1.815182756,-1.135582494,,,,
XGB,Val,0.351998982,14.63,14.03670498,0.593295021,0.342625796,,,,
XGB,Val,0.015530058,14.35,14.47461965,-0.124619655,-0.097995843,,,,
XGB,Val,3.110328966,14.82,16.58361248,-1.763612476,-1.103931126,,,,
XGB,Val,0.000164388,1.33,1.34282138,-0.01282138,-0.029379417,,,,
XGB,Val,0.152856007,10.5,10.89096804,-0.390968038,-0.261467722,,,,
XGB,Val,1.63645E-06,7.4,7.401279239,-0.001279239,-0.022295404,,,,
XGB,Val,0.081322372,9.88,9.594829222,0.285170778,0.153513895,,,,
XGB,Val,1.63645E-06,7.4,7.401279239,-0.001279239,-0.022295404,,,,
XGB,Val,1.096017894,5.817,6.863908733,-1.046908733,-0.6640527,,,,
XGB,Val,0.248150415,16.503,17.00114698,-0.498146981,-0.327249023,,,,
XGB,Val,5.583521562,4.4,6.762947643,-2.362947643,-1.471774342,,,,
XGB,Val,0.000373687,4.7,4.719330992,-0.019330992,-0.033374706,,,,
XGB,Val,39.78015509,21.32,27.62715111,-6.307151107,-3.892537495,,,,
XGB,Val,0.044189763,15.1,15.31021361,-0.210213613,-0.150529315,,,,
XGB,Val,0.006413511,2.215,2.2950844,-0.0800844,-0.070662237,,,,
XGB,Val,10.74035567,8.46,5.182751814,3.277248186,1.989907683,,,,
XGB,Val,0.137331067,4.4,4.770582065,-0.370582065,-0.248955789,,,,
Algorithm,Set,RMSE,IFT_Actual,IFT_Prediction,Residual,Standarized,Set Overall Results,R,RMSE,
RF,Training,0.001764,25,25.042,-0.042,-0.053719378,Training,0.985628888,1.577759438,
RF,Training,1.24478649,18.4,17.2843,1.1157,0.504649797,Testing,0.908384527,2.988572496,
RF,Training,0.119771366,14.928,14.58192,0.34608,0.133455114,Validation,0.958498317,2.189895475,
RF,Training,0.00160801,1.43,1.4701,-0.0401,-0.052802991,,,,
RF,Training,3.250051784,0.92,2.72279,-1.80279,-0.902964313,,,,
RF,Training,0.00055225,2.64,2.6635,-0.0235,-0.044796661,,,,
RF,Training,2.839528308,8.4,10.08509,-1.68509,-0.846196539,,,,
RF,Training,0.433411556,10.129,10.78734,-0.65834,-0.350985732,,,,
RF,Training,0.059907458,34.2,33.95524,0.24476,0.084587562,,,,
RF,Training,0.51337225,19.2,19.9165,-0.7165,-0.379036826,,,,
RF,Training,0.11519236,13.35,13.0106,0.3394,0.130233289,,,,
RF,Training,5.02297744,29,26.7588,2.2412,1.047488621,,,,
RF,Training,3.6E-05,1.43,1.424,0.006,-0.030568545,,,,
RF,Training,0.15077689,1.7,2.0883,-0.3883,-0.220742999,,,,
RF,Training,0.00160801,1.43,1.4701,-0.0401,-0.052802991,,,,
RF,Training,0.022064132,8.54,8.39146,0.14854,0.038179786,,,,
RF,Training,12.884741,21.64,18.05046786,3.589532143,1.697801402,,,,
RF,Training,0.035344,11.3,11.112,0.188,0.057211701,,,,
RF,Training,0.006108986,17.45,17.37184,0.07816,0.004234876,,,,
RF,Training,1.01709242,11.523,12.53151,-1.00851,-0.519875888,,,,
RF,Training,0.00458329,1.9,1.9677,-0.0677,-0.066114721,,,,
RF,Training,0.005905922,9.724,9.80085,-0.07685,-0.070527848,,,,
RF,Training,0.724558464,19.173,18.32179,0.85121,0.377083879,,,,
RF,Training,0.059907458,34.2,33.95524,0.24476,0.084587562,,,,
RF,Training,16.28477599,26.5,22.46456,4.03544,1.912866793,,,,
RF,Training,6.18467E-28,3.7,3.7,-2.4869E-14,-0.033462399,,,,
RF,Training,0.234256,20,20.484,-0.484,-0.266899974,,,,
RF,Training,0.001764,25,25.042,-0.042,-0.053719378,,,,
RF,Training,0.00792278,10.07,10.15901,-0.08901,-0.076392726,,,,
RF,Training,0.131203328,14,14.36222,-0.36222,-0.208164379,,,,
RF,Training,12.884741,21.64,18.05046786,3.589532143,1.697801402,,,,
RF,Training,0.888532464,5.8,6.74262,-0.94262,-0.488096546,,,,
RF,Training,0.93683041,21.06,20.0921,0.9679,0.433364521,,,,
RF,Training,0.001764,25,25.042,-0.042,-0.053719378,,,,
RF,Training,0.036134208,8.923,8.73291,0.19009,0.058219727,,,,
RF,Training,0.85673536,21.05,20.1244,0.9256,0.412962848,,,,
RF,Training,7.99486935,1.05,3.87752,-2.82752,-1.397200855,,,,
RF,Training,10.95919743,14.74,18.05046786,-3.310467857,-1.630130972,,,,
RF,Training,0.841182466,26.2,25.28284,0.91716,0.40889216,,,,
RF,Training,0.08094594,20.8,21.08451,-0.28451,-0.170684144,,,,
RF,Training,0.343396,4.7,5.286,-0.586,-0.316095496,,,,
RF,Training,2.769528356,28,26.33581,1.66419,0.769191482,,,,
RF,Training,0.00458329,1.9,1.9677,-0.0677,-0.066114721,,,,
RF,Training,3.6E-05,1.13,1.136,-0.006,-0.036356253,,,,
RF,Training,0.039559884,12.76,12.95889667,-0.198896667,-0.129392059,,,,
RF,Training,5.553893489,3.558,5.91467,-2.35667,-1.170105644,,,,
RF,Training,0.53246209,10.86,11.5897,-0.7297,-0.385403305,,,,
RF,Training,0.06052584,16.1,15.85398,0.24602,0.085195271,,,,
RF,Training,2.332370384,31.13,29.60279,1.52721,0.70312479,,,,
RF,Training,28.86375625,6.2,11.5725,-5.3725,-2.624667715,,,,
RF,Training,0.094753152,1.75,2.05782,-0.30782,-0.181926767,,,,
RF,Training,3.6E-05,1.43,1.424,0.006,-0.030568545,,,,
RF,Training,1.114586948,28.27,27.21426,1.05574,0.475730547,,,,
RF,Training,0.077666789,10.33,10.60868762,-0.278687619,-0.167875957,,,,
RF,Training,0.410291492,12.879,13.51954,-0.64054,-0.342400631,,,,
RF,Training,0.355287524,19.271,18.67494,0.59606,0.254022727,,,,
RF,Training,4.37771929,28.438,26.3457,2.0923,0.975672805,,,,
RF,Training,0.006561,22.3,22.381,-0.081,-0.072529431,,,,
RF,Training,0.049377284,12.091,11.86879,0.22221,0.073711493,,,,
RF,Training,0.71764618,21.424,20.57686,0.84714,0.375120881,,,,
RF,Training,0.133225,30,29.635,0.365,0.142580401,,,,
RF,Training,1.301881,5.641,6.782,-1.141,-0.583777013,,,,
RF,Training,2.59857624,17.95,16.33799,1.61201,0.744024596,,,,
RF,Training,5.868700052,7.69,10.11254,-2.42254,-1.20187534,,,,
RF,Training,0.004776192,13.38,13.44911,-0.06911,-0.066794777,,,,
RF,Training,0.888532464,5.8,6.74262,-0.94262,-0.488096546,,,,
RF,Training,1.888040884,12.51,13.88406,-1.37406,-0.696183958,,,,
RF,Training,0.00381924,1.6,1.6618,-0.0618,-0.063269097,,,,
RF,Training,4.077491718,16.509,14.48972,2.01928,0.940454599,,,,
RF,Training,6.18467E-28,3.7,3.7,-2.4869E-14,-0.033462399,,,,
RF,Training,0.00792278,10.07,10.15901,-0.08901,-0.076392726,,,,
RF,Training,2.061320633,9.3,10.73573,-1.43573,-0.725927956,,,,
RF,Training,0.059907458,34.2,33.95524,0.24476,0.084587562,,,,
RF,Training,26.73644873,17.1,22.27073,-5.17073,-2.52735222,,,,
RF,Training,0.006614569,9.212,9.29333,-0.08133,-0.072688593,,,,
RF,Training,9.101263249,28.312,25.29517,3.01683,1.421581982,,,,
RF,Training,1.076157264,15.2,16.23738,-1.03738,-0.53380015,,,,
RF,Training,0.617843161,9.45,10.23603,-0.78603,-0.412571773,,,,
RF,Training,0.47659693,18.52,17.82964,0.69036,0.29950447,,,,
RF,Training,12.84756492,31.8,28.21565,3.58435,1.695302008,,,,
RF,Training,0.52678564,10.91,11.6358,-0.7258,-0.3835223,,,,
RF,Training,0.719545028,16.32,15.47174,0.84826,0.375661067,,,,
RF,Training,0.00060025,4.7,4.7245,-0.0245,-0.04527897,,,,
RF,Training,0.00508369,13.7,13.6287,0.0713,0.000926236,,,,
RF,Training,0.343396,4.7,5.286,-0.586,-0.316095496,,,,
RF,Training,0.00022801,1.33,1.3451,-0.0151,-0.040745265,,,,
RF,Training,0.006561,22.3,22.381,-0.081,-0.072529431,,,,
RF,Training,6.18467E-28,3.7,3.7,-2.4869E-14,-0.033462399,,,,
RF,Training,2.818604477,2.824,4.50287,-1.67887,-0.843196576,,,,
RF,Training,4.367013268,7.9,9.98974,-2.08974,-1.041362892,,,,
RF,Training,0.035344,11.3,11.112,0.188,0.057211701,,,,
RF,Training,6.247100336,19.66,22.15942,-2.49942,-1.238955259,,,,
RF,Training,0.238261134,27.4,26.91188,0.48812,0.20196229,,,,
RF,Training,0.082990086,9.906,9.61792,0.28808,0.105481189,,,,
RF,Training,0.39853969,16.58,15.9487,0.6313,0.271019298,,,,
RF,Training,2.679048768,19,20.63678,-1.63678,-0.822896189,,,,
RF,Training,0.560716416,31.13,30.38119,0.74881,0.327695433,,,,
RF,Training,0.24587714,10.79,11.28586,-0.49586,-0.272620159,,,,
RF,Training,0.003152823,15.22,15.16385,0.05615,-0.006380746,,,,
RF,Training,0.652330829,12.776,11.96833,0.80767,0.356084143,,,,
RF,Training,0.478988568,6.75,7.44209,-0.69209,-0.367263662,,,,
RF,Training,2.86828096,8.977,10.6706,-1.6936,-0.850300989,,,,
RF,Training,0.00245223,6.1,6.05048,0.04952,-0.009578455,,,,
RF,Training,0.077666789,10.33,10.60868762,-0.278687619,-0.167875957,,,,
RF,Training,0.148517744,17.417,17.03162,0.38538,0.152409859,,,,
RF,Training,0.08094594,20.8,21.08451,-0.28451,-0.170684144,,,,
RF,Training,0.056980873,9.11,9.348706667,-0.238706667,-0.148592782,,,,
RF,Training,3.153003949,7.205,8.98067,-1.77567,-0.889884091,,,,
RF,Training,3.682561,23.2,21.281,1.919,0.892088649,,,,
RF,Training,1.41524333,5.971,7.16064,-1.18964,-0.607236525,,,,
RF,Training,34.9072999,24.5,18.59176,5.90824,2.816135162,,,,
RF,Training,0.00245223,6.1,6.05048,0.04952,-0.009578455,,,,
RF,Training,0.27825625,13.745,14.2725,-0.5275,-0.287880417,,,,
RF,Training,0.00416025,4.8,4.7355,0.0645,-0.002353466,,,,
RF,Training,0.187324496,10.134,9.70119,0.43281,0.175285777,,,,
RF,Training,1.978439165,12.55,13.95657,-1.40657,-0.711863825,,,,
RF,Training,0.170469894,8.492,8.07912,0.41288,0.165673358,,,,
RF,Training,2.946286426,19.57,17.853525,1.716475,0.79440901,,,,
RF,Training,0.001640867,16.55,16.50949238,0.040507619,-0.013925208,,,,
RF,Training,0.02819041,14.776,14.6081,0.1679,0.047517289,,,,
RF,Training,0.00160801,1.43,1.4701,-0.0401,-0.052802991,,,,
RF,Training,0.234256,20,20.484,-0.484,-0.266899974,,,,
RF,Training,0.348879236,1.36,1.95066,-0.59066,-0.318343056,,,,
RF,Training,0.004262784,22.1,22.03471,0.06529,-0.001972442,,,,
RF,Training,0.11663591,14.51,14.85152,-0.34152,-0.198180582,,,,
RF,Training,3.6E-05,1.13,1.136,-0.006,-0.036356253,,,,
RF,Training,3.6E-05,1.43,1.424,0.006,-0.030568545,,,,
RF,Training,0.015517685,19.655,19.53043,0.12457,0.026618838,,,,
RF,Training,0.989806112,6.146,7.14089,-0.99489,-0.513306839,,,,
RF,Training,0.10188864,16.4,16.0808,0.3192,0.120490647,,,,
RF,Training,13.35266606,30.1,26.44587,3.65413,1.728957533,,,,
RF,Training,5.76720225,22,19.5985,2.4015,1.12480276,,,,
RF,Training,2.141159093,18.151,19.61427,-1.46327,-0.739210747,,,,
RF,Training,0.218229122,10.986,11.45315,-0.46715,-0.258773067,,,,
RF,Training,0.126529604,16.594,16.94971,-0.35571,-0.205024547,,,,
RF,Training,3.6E-05,1.13,1.136,-0.006,-0.036356253,,,,
RF,Training,0.040868666,24.2,23.99784,0.20216,0.064041197,,,,
RF,Training,0.756238944,16.275,15.40538,0.86962,0.385963188,,,,
RF,Training,0.00458329,1.9,1.9677,-0.0677,-0.066114721,,,,
RF,Training,0.37392002,18.348,17.73651,0.61149,0.261464756,,,,
RF,Training,0.564466716,7.323,8.07431,-0.75131,-0.395826003,,,,
RF,Training,3.88957284,8.1,10.0722,-1.9722,-0.984672287,,,,
RF,Training,1.51415486,18.871,17.64049,1.23051,0.560023698,,,,
RF,Training,0.506189561,6.309,7.02047,-0.71147,-0.376610811,,,,
RF,Training,0.38775529,14.64,14.0173,0.6227,0.26687144,,,,
RF,Training,49.18442826,12.98050108,5.96734,7.013161075,3.349048585,,,,
RF,Training,2.1242771,2.918,4.37549,-1.45749,-0.736423001,,,,
RF,Training,0.070225,3.4,3.665,-0.265,-0.161274294,,,,
RF,Training,0.059907458,34.2,33.95524,0.24476,0.084587562,,,,
RF,Training,0.23280625,17.2,17.6825,-0.4825,-0.26617651,,,,
RF,Training,3.472382309,28.5,26.63656706,1.863432937,0.865288151,,,,
RF,Training,0.340869146,2.78,3.36384,-0.58384,-0.315053709,,,,
RF,Training,0.51337225,19.2,19.9165,-0.7165,-0.379036826,,,,
RF,Training,0.35485849,17.54,16.9443,0.5957,0.253849096,,,,
RF,Training,0.030043289,12.785,12.95833,-0.17333,-0.117061025,,,,
RF,Training,0.035344,11.3,11.112,0.188,0.057211701,,,,
RF,Training,1.512727805,16.042,14.81207,1.22993,0.559743958,,,,
RF,Training,0.004262784,22.1,22.03471,0.06529,-0.001972442,,,,
RF,Training,2.137619444,3.015,4.47706,-1.46206,-0.738627153,,,,
RF,Training,0.24587714,10.79,11.28586,-0.49586,-0.272620159,,,,
RF,Training,0.231159024,10.669,11.14979,-0.48079,-0.265351762,,,,
RF,Training,4.119668559,16.84,14.81030333,2.029696667,0.945478652,,,,
RF,Training,0.00022801,1.33,1.3451,-0.0151,-0.040745265,,,,
RF,Training,3.88874456,18.003,16.03101,1.97199,0.917646205,,,,
RF,Training,3.6E-05,1.43,1.424,0.006,-0.030568545,,,,
RF,Training,3.628567814,1.65,3.55488,-1.90488,-0.952203242,,,,
RF,Training,0.001764,25,25.042,-0.042,-0.053719378,,,,
RF,Training,0.094753152,1.75,2.05782,-0.30782,-0.181926767,,,,
RF,Training,0.208328345,4.86,5.31643,-0.45643,-0.253602714,,,,
RF,Training,6.935453926,15.22,17.853525,-2.633525,-1.303635313,,,,
RF,Training,27.20237905,36.416,31.20041,5.21559,2.482063806,,,,
RF,Training,0.00637762,3.96,3.88014,0.07986,0.005054801,,,,
RF,Training,0.00060025,4.7,4.7245,-0.0245,-0.04527897,,,,
RF,Training,0.013374922,16.78,16.66435,0.11565,0.022316642,,,,
RF,Training,0.009032602,10.076,9.98096,0.09504,0.012376252,,,,
RF,Training,0.030779194,15.438,15.26256,0.17544,0.051153899,,,,
RF,Training,44.04402239,20,26.63656706,-6.636567063,-3.234338687,,,,
RF,Training,0.53304601,22.31,21.5799,0.7301,0.318671431,,,,
RF,Training,4.008230897,33.1,31.09794333,2.002056667,0.93214763,,,,
RF,Training,0.02717882,25.67,25.83486,-0.16486,-0.112975867,,,,
RF,Training,0.006561,22.3,22.381,-0.081,-0.072529431,,,,
RF,Training,0.035344,11.3,11.112,0.188,0.057211701,,,,
RF,Training,14.91064164,3.1,6.96143,-3.86143,-1.895864994,,,,
RF,Training,0.572458692,9.343,10.09961,-0.75661,-0.398382241,,,,
RF,Training,0.395729065,8.938,9.56707,-0.62907,-0.336868546,,,,
RF,Training,0.185468036,6.95,7.38066,-0.43066,-0.24117361,,,,
RF,Training,0.000128369,10.851,10.83967,0.01133,-0.027997837,,,,
RF,Training,8.734625594,6.653,9.60844,-2.95544,-1.458897827,,,,
RF,Training,0.48092838,14.531,13.83751,0.69349,0.301014097,,,,
RF,Training,0.070225,3.4,3.665,-0.265,-0.161274294,,,,
RF,Training,0.280084393,7.05,6.52077,0.52923,0.221790014,,,,
RF,Training,0.004262784,22.1,22.03471,0.06529,-0.001972442,,,,
RF,Training,0.948968223,15,15.97415,-0.97415,-0.50330375,,,,
RF,Training,0.00160801,1.43,1.4701,-0.0401,-0.052802991,,,,
RF,Training,0.057763316,17.575,17.33466,0.24034,0.082455756,,,,
RF,Training,0.470856716,17.635,16.94881,0.68619,0.297493241,,,,
RF,Training,7.590162751,27.5,24.744975,2.755025,1.295311063,,,,
RF,Training,0.155259641,16.8,16.40597,0.39403,0.156581832,,,,
RF,Training,0.44841773,10.9,11.56964,-0.66964,-0.356435824,,,,
RF,Training,5.070963534,9,11.25188,-2.25188,-1.119564479,,,,
RF,Training,10.95919743,14.74,18.05046786,-3.310467857,-1.630130972,,,,
RF,Training,0.070225,3.4,3.665,-0.265,-0.161274294,,,,
RF,Training,0.126785845,15.46,15.81607,-0.35607,-0.205198179,,,,
RF,Training,0.039820202,10.302,10.10245,0.19955,0.06278237,,,,
RF,Training,0.485558112,15.05,15.74682,-0.69682,-0.369544984,,,,
RF,Training,0.567536222,18.888,18.13465,0.75335,0.329885116,,,,
RF,Training,5.70206641,12.6,14.9879,-2.3879,-1.185168155,,,,
RF,Training,0.00015675,12.889,12.90152,-0.01252,-0.039500908,,,,
RF,Training,0.857476,15.184,14.258,0.926,0.413155772,,,,
RF,Training,0.420072497,18.834,19.48213,-0.64813,-0.346061357,,,,
RF,Training,0.011325216,6.5,6.39358,0.10642,0.017864929,,,,
RF,Training,6.779878592,18.347,15.74318,2.60382,1.222383525,,,,
RF,Training,0.054882433,26.8,26.56573,0.23427,0.07952814,,,,
RF,Training,2.040383696,5.016,6.44442,-1.42842,-0.722402277,,,,
RF,Training,0.00022801,1.33,1.3451,-0.0151,-0.040745265,,,,
RF,Training,1.983139898,21.32,22.72824,-1.40824,-0.712669281,,,,
RF,Training,1.497074602,4.031,5.25455,-1.22355,-0.623591624,,,,
RF,Training,0.094753152,1.75,2.05782,-0.30782,-0.181926767,,,,
RF,Training,0.237549012,19.855,19.36761,0.48739,0.201610204,,,,
RF,Training,58.72820437,34.3,26.63656706,7.663432937,3.662680582,,,,
RF,Training,0.591776333,7.184,7.95327,-0.76927,-0.404488274,,,,
RF,Training,3.619049664,9.332,11.23438,-1.90238,-0.95099747,,,,
RF,Training,0.789343402,12.9,13.78845,-0.88845,-0.461969865,,,,
RF,Training,0.680410517,10.392,9.56713,0.82487,0.364379859,,,,
RF,Training,0.371673123,9.1,8.49035,0.60965,0.260577307,,,,
RF,Training,3.6E-05,1.13,1.136,-0.006,-0.036356253,,,,
RF,Training,6.18467E-28,3.7,3.7,-2.4869E-14,-0.033462399,,,,
RF,Training,24.17934756,35.9,30.98275,4.91725,2.338171727,,,,
RF,Training,0.133225,30,29.635,0.365,0.142580401,,,,
RF,Training,0.00506944,7.4,7.4712,-0.0712,-0.067802802,,,,
RF,Training,0.00204304,2.55,2.5952,-0.0452,-0.055262767,,,,
RF,Training,0.994926452,17.5,16.50254,0.99746,0.447621576,,,,
RF,Training,1.991428992,21.32,22.73118,-1.41118,-0.71408727,,,,
RF,Training,1.832530764,24.1,25.45371,-1.35371,-0.686368969,,,,
RF,Training,0.054340272,14.06,13.82689,0.23311,0.078968661,,,,
RF,Training,0.08208225,1.35,1.6365,-0.2865,-0.171643939,,,,
RF,Training,0.653817788,16.57,15.76141,0.80859,0.356527868,,,,
RF,Training,0.00060025,4.7,4.7245,-0.0245,-0.04527897,,,,
RF,Training,0.632025,10.145,10.94,-0.795,-0.416898085,,,,
RF,Training,0.133225,30,29.635,0.365,0.142580401,,,,
RF,Training,2.277865748,16,14.49074,1.50926,0.694467343,,,,
RF,Training,1.214029349,17.849,16.74717,1.10183,0.49796017,,,,
RF,Training,0.203148518,13.692,14.14272,-0.45072,-0.250848729,,,,
RF,Training,1.43137296,28.438,27.2416,1.1964,0.543572136,,,,
RF,Training,1.52547201,10,8.7649,1.2351,0.562237496,,,,
RF,Training,0.00245223,6.1,6.05048,0.04952,-0.009578455,,,,
RF,Training,0.234256,20,20.484,-0.484,-0.266899974,,,,
RF,Training,0.050643002,7.864,8.08904,-0.22504,-0.142001225,,,,
RF,Training,5.769988326,17.8,15.39792,2.40208,1.125082499,,,,
RF,Training,0.673121794,7.325,8.14544,-0.82044,-0.429168027,,,,
RF,Training,0.437334065,11.27,10.60868762,0.661312381,0.285494541,,,,
RF,Training,0.023774556,11.968,11.81381,0.15419,0.040904832,,,,
